mid,buyNum,buyMoney,buyTotal,buyTime,buyNote,buyType,byMid,byName,orderNumber,aliOrderNum,byMoneymemberMoney
455335,900,3000,,2016-06-13T02:14:17.189Z,"","1",156172,"客户经理佳佳",,,
412717,900,3000,,2016-06-22T08:03:39.574Z,"","1",199978,"丫丫",,,
788070,900,3000,,2016-06-20T02:18:21.475Z,"","1",199978,"丫丫",,,
551681,900,3000,,2016-06-19T04:13:02.847Z,"","1",199978,"丫丫",,,
853387,900,3000,,2016-06-07T03:12:30.518Z,"","1",156172,"客户经理佳佳",,,
600969,900,3000,,2016-06-05T09:04:13.263Z,"","1",908013,"客户经理乖乖",,,
345362,900,3000,,2016-06-15T14:34:06.949Z,"","1",199978,"丫丫",,,
870004,900,3000,,2016-06-08T02:16:43.657Z,"","1",156172,"客户经理佳佳",,,
810206,900,3000,,2016-06-19T15:38:24.794Z,"","1",199978,"丫丫",,,
650379,900,3000,,2016-06-25T05:46:05.214Z,"","1",199978,"丫丫",,,
194898,1900,3000,,2016-07-02T13:11:22.371Z,"","1",199978,"丫丫",,,
653302,900,3000,,2016-06-11T03:20:32.201Z,"","1",908013,"客户经理乖乖",,,
836437,900,3000,,2016-06-21T15:15:46.644Z,"","1",199978,"丫丫",,,
319914,900,3000,,2016-06-22T05:55:45.809Z,"","1",199978,"丫丫",,,
461335,900,3000,,2016-06-11T17:03:41.248Z,"","1",965479,"超超",,,
907403,900,3000,,2016-06-05T05:17:36.715Z,"","1",908013,"客户经理乖乖",,,
188484,900,3000,,2016-06-08T04:59:39.129Z,"","1",908013,"客户经理乖乖",,,
788445,900,3000,,2016-06-22T06:30:18.485Z,"","1",199978,"丫丫",,,
959309,1900,3000,,2016-06-22T04:01:41.204Z,"","1",199978,"丫丫",,,
690948,900,3000,,2016-06-05T02:18:12.875Z,"","1",908013,"客户经理乖乖",,,
276640,900,3000,,2016-06-08T12:30:05.354Z,"","1",908013,"客户经理乖乖",,,
815313,900,3000,,2016-06-05T02:25:31.576Z,"","1",908013,"客户经理乖乖",,,
282770,900,3000,,2016-06-20T05:10:36.968Z,"","1",199978,"丫丫",,,
993309,900,3000,,2016-06-04T13:58:45.031Z,"","1",965479,"超超",,,
366833,900,3000,,2016-06-24T01:31:30.712Z,"","1",199978,"丫丫",,,
465252,1900,3000,,2016-06-06T04:56:31.609Z,"","1",908013,"客户经理乖乖",,,
480963,900,3000,,2016-06-04T13:06:55.938Z,"","1",965479,"超超",,,
456275,900,3000,,2016-06-22T10:22:20.370Z,"","1",199978,"丫丫",,,
501969,900,3000,,2016-06-29T06:22:25.690Z,"","1",199978,"丫丫",,,
150470,900,3000,,2016-06-19T12:07:38.289Z,"","1",199978,"丫丫",,,
773554,900,3000,,2016-06-05T04:00:22.477Z,"","1",692829,"图图",,,
192490,900,3000,,2016-06-18T05:43:26.686Z,"","1",199978,"丫丫",,,
799206,900,3000,,2016-06-22T11:11:49.354Z,"","1",199978,"丫丫",,,
521906,900,3000,,2016-06-07T08:28:46.601Z,"","1",908013,"客户经理乖乖",,,
350850,900,3000,,2016-06-13T07:31:07.209Z,"","1",908013,"客户经理乖乖",,,
344749,900,3000,,2016-06-12T09:02:23.501Z,"","1",908013,"客户经理乖乖",,,
820299,900,3000,,2016-06-20T10:25:12.329Z,"","1",199978,"丫丫",,,
119918,1900,3000,,2016-06-25T08:53:55.913Z,"","1",199978,"丫丫",,,
496202,900,3000,,2016-06-23T03:45:27.338Z,"","1",199978,"丫丫",,,
882461,1900,3000,,2016-06-04T14:10:45.283Z,"","1",156172,"客户经理佳佳",,,
232898,900,3000,,2016-06-15T10:45:34.704Z,"","1",156172,"客户经理佳佳",,,
987852,900,3000,,2016-06-14T03:37:09.467Z,"","1",908013,"客户经理乖乖",,,
850214,900,3000,,2016-06-29T04:21:07.554Z,"","1",199978,"丫丫",,,
615880,1900,3000,,2016-06-23T03:48:46.733Z,"","1",199978,"丫丫",,,
675673,900,3000,,2016-06-21T12:43:40.117Z,"","1",199978,"丫丫",,,
189895,900,3000,,2016-06-15T15:16:33.283Z,"","1",199978,"丫丫",,,
819191,900,3000,,2016-06-15T06:56:16.331Z,"","1",199978,"丫丫",,,
627806,1900,3000,,2016-06-04T10:14:16.896Z,"","1",908013,"客户经理乖乖",,,
525000,900,3000,,2016-06-08T01:58:11.809Z,"","1",908013,"客户经理乖乖",,,
545478,1900,3000,,2016-06-28T06:04:57.462Z,"","1",199978,"丫丫",,,
415220,900,3000,,2016-06-26T08:02:36.036Z,"","1",199978,"丫丫",,,
127885,900,3000,,2016-06-13T09:09:19.200Z,"","1",156172,"客户经理佳佳",,,
203618,900,3000,,2016-06-15T02:53:27.830Z,"","1",156172,"客户经理佳佳",,,
461580,900,3000,,2016-06-11T07:17:03.913Z,"","1",692829,"图图",,,
829664,900,3000,,2016-06-21T09:30:58.110Z,"","1",199978,"丫丫",,,
878174,1900,3000,,2016-06-25T02:33:14.335Z,"","1",199978,"丫丫",,,
984249,900,3000,,2016-06-18T11:15:31.808Z,"","1",199978,"丫丫",,,
629416,900,3000,,2016-06-08T15:06:40.124Z,"","1",965479,"超超",,,
202755,900,3000,,2016-06-18T04:34:24.274Z,"","1",199978,"丫丫",,,
827043,900,3000,,2016-06-21T14:17:11.951Z,"","1",199978,"丫丫",,,
238004,900,3000,,2016-06-18T07:51:46.095Z,"","1",199978,"丫丫",,,
964202,900,3000,,2016-06-05T05:22:11.764Z,"","1",908013,"客户经理乖乖",,,
225154,900,3000,,2016-06-30T10:58:21.743Z,"","1",156172,"客户经理佳佳",,,
863360,900,3000,,2016-06-15T02:48:43.461Z,"","1",908013,"客户经理乖乖",,,
713652,900,3000,,2016-06-16T04:13:32.916Z,"","1",156172,"客户经理佳佳",,,
100256,900,3000,,2016-06-09T03:09:38.609Z,"","1",908013,"客户经理乖乖",,,
263948,900,3000,,2016-06-12T10:04:34.580Z,"","1",965479,"超超",,,
479986,900,3000,,2016-06-05T08:15:31.390Z,"","1",965479,"超超",,,
474000,900,3000,,2016-06-10T08:58:49.500Z,"","1",908013,"客户经理乖乖",,,
488527,900,3000,,2016-07-01T01:42:10.519Z,"","1",670288,"客户经理小五",,,
738774,900,3000,,2016-06-13T09:20:35.918Z,"","1",908013,"客户经理乖乖",,,
895848,900,3000,,2016-06-14T10:59:30.307Z,"","1",199978,"丫丫",,,
560775,900,3000,,2016-06-06T04:29:30.118Z,"","1",908013,"客户经理乖乖",,,
693488,900,3000,,2016-06-25T02:42:44.157Z,"","1",199978,"丫丫",,,
367445,900,3000,,2016-06-19T15:19:19.781Z,"","1",199978,"丫丫",,,
121698,900,3000,,2016-06-06T13:39:11.404Z,"","1",965479,"超超",,,
555876,500,3000,,2016-06-03T07:03:25.585Z,"公司赠送","1",908013,"客户经理乖乖",,,
927666,900,3000,,2016-06-27T04:46:40.847Z,"","1",199978,"丫丫",,,
641189,1900,3000,,2016-06-22T05:44:18.312Z,"","1",199978,"丫丫",,,
353706,900,3000,,2016-06-09T05:41:20.869Z,"","1",965479,"超超",,,
454871,900,3000,,2016-06-11T05:38:17.072Z,"","1",692829,"图图",,,
778500,900,3000,,2016-06-14T16:01:50.344Z,"","1",965479,"超超",,,
913901,900,3000,,2016-06-06T15:24:30.500Z,"","1",965479,"超超",,,
750597,900,3000,,2016-06-16T04:26:53.744Z,"","1",199978,"丫丫",,,
819719,900,3000,,2016-06-05T05:40:41.623Z,"","1",908013,"客户经理乖乖",,,
382417,900,3000,,2016-06-20T12:55:35.587Z,"","1",199978,"丫丫",,,
327632,1900,3000,,2016-06-12T03:23:42.838Z,"","1",908013,"客户经理乖乖",,,
442501,900,3000,,2016-06-26T09:19:22.629Z,"","1",199978,"丫丫",,,
281579,900,3000,,2016-06-15T07:58:17.405Z,"","1",199978,"丫丫",,,
684849,900,3000,,2016-06-26T15:23:07.078Z,"","1",199978,"丫丫",,,
257974,900,3000,,2016-06-21T04:23:56.845Z,"","1",199978,"丫丫",,,
879209,900,3000,,2016-06-17T03:03:23.516Z,"","1",199978,"丫丫",,,
716779,900,3000,,2016-06-29T13:54:39.878Z,"","1",199978,"丫丫",,,
403936,900,3000,,2016-06-19T08:02:04.015Z,"","1",199978,"丫丫",,,
428970,1900,3000,,2016-06-08T07:05:04.912Z,"","1",965479,"超超",,,
623931,1900,3000,,2016-06-12T09:29:42.059Z,"","1",692829,"图图",,,
626255,900,3000,,2016-06-05T07:30:37.725Z,"","1",965479,"超超",,,
317522,900,3000,,2016-06-12T08:27:10.353Z,"","1",156172,"客户经理佳佳",,,
252246,900,3000,,2016-06-25T02:23:21.424Z,"","1",199978,"丫丫",,,
769429,900,3000,,2016-06-27T04:29:00.018Z,"","1",199978,"丫丫",,,
625058,900,3000,,2016-06-08T07:36:14.745Z,"","1",156172,"客户经理佳佳",,,
161667,900,3000,,2016-06-18T04:21:24.147Z,"","1",199978,"丫丫",,,
378353,900,3000,,2016-06-15T13:50:48.069Z,"","1",199978,"丫丫",,,
286985,900,3000,,2016-06-20T06:36:16.401Z,"","1",199978,"丫丫",,,
336629,900,3000,,2016-06-13T04:12:07.595Z,"","1",965479,"超超",,,
183875,900,3000,,2016-06-11T01:29:06.356Z,"","1",692829,"图图",,,
666621,900,3000,,2016-06-28T05:50:20.288Z,"","1",199978,"丫丫",,,
483256,900,3000,,2016-06-24T06:48:57.513Z,"","1",199978,"丫丫",,,
827091,1900,3000,,2016-06-17T13:51:12.729Z,"","1",199978,"丫丫",,,
643901,1900,3000,,2016-07-03T09:13:14.785Z,"","1",199978,"丫丫",,,
288334,1900,3000,,2016-06-22T12:32:50.962Z,"","1",199978,"丫丫",,,
798498,900,3000,,2016-06-13T04:43:11.998Z,"","1",908013,"客户经理乖乖",,,
110484,1900,3000,,2016-06-07T10:23:47.089Z,"","1",156172,"客户经理佳佳",,,
587627,900,3000,,2016-06-14T01:14:13.495Z,"","1",156172,"客户经理佳佳",,,
987324,900,3000,,2016-06-13T02:52:42.695Z,"","1",908013,"客户经理乖乖",,,
658703,1900,3000,,2016-06-29T06:03:03.273Z,"","1",199978,"丫丫",,,
638686,900,3000,,2016-06-22T09:28:44.366Z,"","1",199978,"丫丫",,,
580651,900,3000,,2016-06-09T07:29:16.296Z,"","1",156172,"客户经理佳佳",,,
217480,900,3000,,2016-06-22T06:27:38.307Z,"","1",199978,"丫丫",,,
988527,1900,3000,,2016-06-06T02:38:09.889Z,"","1",908013,"客户经理乖乖",,,
624296,900,3000,,2016-06-08T05:13:41.243Z,"","1",965479,"超超",,,
727885,900,3000,,2016-06-14T04:57:26.186Z,"","1",199978,"丫丫",,,
221178,900,3000,,2016-06-07T06:42:40.429Z,"","1",908013,"客户经理乖乖",,,
999343,1900,3000,,2016-06-13T11:34:57.354Z,"","1",965479,"超超",,,
413939,900,3000,,2016-06-07T02:17:34.479Z,"","1",908013,"客户经理乖乖",,,
450529,900,3000,,2016-06-16T06:20:21.289Z,"","1",199978,"丫丫",,,
162734,500,3000,,2016-06-03T05:12:39.361Z,"公司赠送","1",908013,"客户经理乖乖",,,
963427,900,3000,,2016-06-17T06:12:55.183Z,"","1",199978,"丫丫",,,
323862,900,3000,,2016-06-06T06:09:32.954Z,"","1",908013,"客户经理乖乖",,,
895306,900,3000,,2016-06-04T13:07:20.912Z,"","1",156172,"客户经理佳佳",,,
351013,900,3000,,2016-06-21T04:08:07.223Z,"","1",199978,"丫丫",,,
528167,900,3000,,2016-06-20T13:02:42.225Z,"","1",199978,"丫丫",,,
144664,900,3000,,2016-06-18T02:30:53.780Z,"","1",199978,"丫丫",,,
707775,900,3000,,2016-06-07T07:00:34.922Z,"","1",908013,"客户经理乖乖",,,
401935,900,3000,,2016-06-17T05:31:45.319Z,"","1",199978,"丫丫",,,
171559,1900,3000,,2016-06-05T14:36:56.886Z,"","1",692829,"图图",,,
906261,1900,3000,,2016-06-19T08:36:15.620Z,"","1",199978,"丫丫",,,
923949,900,3000,,2016-06-07T01:47:22.989Z,"","1",156172,"客户经理佳佳",,,
862056,1900,3000,,2016-06-15T13:36:26.982Z,"","1",199978,"丫丫",,,
187246,900,2500,,2016-06-05T06:39:53.939Z,"","1",908013,"客户经理乖乖",,,
560583,900,2500,,2016-06-07T03:47:38.971Z,"","1",908013,"客户经理乖乖",,,
986943,900,2500,,2016-06-04T10:16:18.633Z,"","1",908013,"客户经理乖乖",,,
709677,900,2500,,2016-06-28T03:08:04.066Z,"","1",199978,"丫丫",,,
485599,900,2500,,2016-06-27T13:23:07.236Z,"","1",199978,"丫丫",,,
614997,900,2500,,2016-06-24T12:51:26.750Z,"","1",199978,"丫丫",,,
596332,900,2500,,2016-06-28T02:36:19.804Z,"","1",199978,"丫丫",,,
723579,900,2500,,2016-06-29T15:44:21.225Z,"","1",199978,"丫丫",,,
204645,900,2500,,2016-06-07T06:58:20.871Z,"","1",908013,"客户经理乖乖",,,
971193,900,2500,,2016-06-22T02:04:34.813Z,"","1",199978,"丫丫",,,
278069,900,2500,,2016-06-19T05:43:49.479Z,"","1",199978,"丫丫",,,
569258,900,2500,,2016-06-22T01:56:46.622Z,"","1",199978,"丫丫",,,
270844,900,2500,,2016-06-23T07:16:54.788Z,"","1",199978,"丫丫",,,
547793,900,2500,,2016-06-09T02:06:20.271Z,"","1",156172,"客户经理佳佳",,,
775363,900,2500,,2016-06-05T07:21:25.520Z,"","1",908013,"客户经理乖乖",,,
757410,900,2500,,2016-06-04T12:57:46.126Z,"","1",908013,"客户经理乖乖",,,
641819,900,2500,,2016-06-14T01:15:55.801Z,"","1",156172,"客户经理佳佳",,,
591269,900,2500,,2016-06-28T15:24:56.550Z,"","1",199978,"丫丫",,,
225091,500,2500,,2016-06-03T08:48:48.277Z,"公司赠送","1",908013,"客户经理乖乖",,,
314833,900,2500,,2016-06-08T12:23:25.982Z,"","1",908013,"客户经理乖乖",,,
973138,900,2500,,2016-06-30T07:38:50.410Z,"","1",692829,"图图",,,
368714,900,2500,,2016-06-05T03:57:48.181Z,"","1",156172,"客户经理佳佳",,,
644206,900,2500,,2016-06-14T06:23:08.944Z,"","1",908013,"客户经理乖乖",,,
606649,900,2500,,2016-06-11T16:52:06.260Z,"","1",965479,"超超",,,
610517,900,2500,,2016-06-18T08:17:55.156Z,"","1",199978,"丫丫",,,
476795,900,2500,,2016-06-09T13:46:10.984Z,"","1",156172,"客户经理佳佳",,,
809793,900,2500,,2016-06-05T12:34:17.182Z,"","1",692829,"图图",,,
649306,500,2500,,2016-06-04T01:32:06.505Z,"公司赠送","1",908013,"客户经理乖乖",,,
572436,900,2500,,2016-06-21T05:57:27.077Z,"","1",199978,"丫丫",,,
289304,900,2500,,2016-06-21T11:46:36.218Z,"","1",199978,"丫丫",,,
631008,900,2500,,2016-07-02T08:08:33.871Z,"","1",199978,"丫丫",,,
892067,500,2500,,2016-06-03T09:42:37.334Z,"活动赠送","1",156172,"客户经理佳佳",,,
931067,900,2500,,2016-06-05T05:47:41.837Z,"","1",908013,"客户经理乖乖",,,
850593,900,2500,,2016-06-14T06:03:00.527Z,"","1",908013,"客户经理乖乖",,,
658483,900,2500,,2016-06-19T03:27:15.097Z,"","1",199978,"丫丫",,,
519692,900,2500,,2016-06-16T03:28:42.472Z,"","1",199978,"丫丫",,,
788563,900,2500,,2016-06-08T10:32:46.497Z,"","1",692829,"图图",,,
942009,900,2500,,2016-06-12T07:02:42.099Z,"","1",965479,"超超",,,
738487,900,2500,,2016-06-19T05:49:14.296Z,"","1",199978,"丫丫",,,
834895,900,2500,,2016-06-30T05:39:45.758Z,"","1",692829,"图图",,,
110578,900,2500,,2016-06-19T04:08:55.767Z,"","1",199978,"丫丫",,,
217128,900,2500,,2016-06-28T05:56:58.610Z,"","1",199978,"丫丫",,,
662945,900,2500,,2016-06-28T06:37:18.978Z,"","1",199978,"丫丫",,,
499864,4000,2500,,2016-06-19T05:50:23.542Z,"","1",199978,"丫丫",,,
633349,900,2500,,2016-06-15T15:19:33.668Z,"","1",199978,"丫丫",,,
144748,900,2500,,2016-06-24T15:31:26.023Z,"","1",199978,"丫丫",,,
286065,900,2500,,2016-06-24T05:00:01.193Z,"","1",199978,"丫丫",,,
901946,900,2500,,2016-06-11T03:52:57.372Z,"","1",692829,"图图",,,
496791,4000,2500,,2016-06-30T11:56:27.671Z,"","1",965479,"超超",,,
571172,900,2500,,2016-06-15T12:18:05.288Z,"","1",199978,"丫丫",,,
621454,1900,2500,,2016-06-09T01:27:17.806Z,"","1",692829,"图图",,,
983044,900,2500,,2016-06-14T10:50:20.485Z,"","1",199978,"丫丫",,,
238073,900,2500,,2016-06-25T01:41:40.169Z,"","1",199978,"丫丫",,,
174755,900,2500,,2016-06-27T13:41:02.740Z,"","1",199978,"丫丫",,,
894556,900,2500,,2016-06-29T03:37:46.818Z,"","1",199978,"丫丫",,,
242238,900,2500,,2016-06-08T06:07:38.607Z,"","1",156172,"客户经理佳佳",,,
228918,900,2500,,2016-06-12T03:14:28.199Z,"","1",692829,"图图",,,
672247,900,2500,,2016-06-23T13:18:41.903Z,"","1",199978,"丫丫",,,
365462,900,2500,,2016-06-09T03:06:16.620Z,"","1",908013,"客户经理乖乖",,,
123051,900,2500,,2016-06-26T07:01:54.346Z,"","1",199978,"丫丫",,,
252850,900,2500,,2016-06-15T11:42:44.237Z,"","1",199978,"丫丫",,,
446462,900,2500,,2016-07-05T05:07:34.192Z,"","1",199978,"丫丫",,,
777477,900,2500,,2016-06-18T09:06:18.666Z,"","1",199978,"丫丫",,,
196221,900,2500,,2016-06-15T10:42:10.965Z,"","1",156172,"客户经理佳佳",,,
636552,900,2500,,2016-06-08T07:29:29.644Z,"","1",965479,"超超",,,
840825,900,2500,,2016-06-22T09:49:21.375Z,"","1",199978,"丫丫",,,
451276,900,2500,,2016-06-27T06:37:51.035Z,"","1",199978,"丫丫",,,
558985,900,2500,,2016-07-03T15:57:59.467Z,"","1",199978,"丫丫",,,
956574,900,2500,,2016-06-15T10:38:21.699Z,"","1",156172,"客户经理佳佳",,,
372616,900,2500,,2016-06-14T09:30:53.655Z,"","1",908013,"客户经理乖乖",,,
211101,900,2500,,2016-06-17T08:39:16.253Z,"","1",199978,"丫丫",,,
655461,900,2500,,2016-06-10T07:26:31.128Z,"","1",908013,"客户经理乖乖",,,
317084,1900,2500,,2016-06-06T06:40:44.972Z,"","1",908013,"客户经理乖乖",,,
168233,900,2500,,2016-06-20T12:03:09.933Z,"","1",199978,"丫丫",,,
171198,900,2500,,2016-06-29T02:43:01.961Z,"","1",199978,"丫丫",,,
849039,900,2500,,2016-06-20T03:21:21.368Z,"","1",199978,"丫丫",,,
746190,900,2500,,2016-06-05T05:53:01.277Z,"","1",908013,"客户经理乖乖",,,
818835,900,2500,,2016-06-05T11:24:11.167Z,"","1",692829,"图图",,,
852041,900,2500,,2016-07-06T13:34:11.470Z,"","1",199978,"丫丫",,,
174816,900,2500,,2016-07-04T04:23:12.857Z,"","1",199978,"丫丫",,,
366354,500,2500,,2016-06-04T02:44:33.824Z,"活动赠送","1",156172,"客户经理佳佳",,,
830418,900,2500,,2016-06-10T07:11:57.682Z,"","1",156172,"客户经理佳佳",,,
116766,1900,2500,,2016-06-07T02:08:20.377Z,"","1",908013,"客户经理乖乖",,,
534502,900,2500,,2016-06-25T05:55:50.622Z,"","1",199978,"丫丫",,,
119951,900,2500,,2016-06-12T07:47:47.747Z,"","1",692829,"图图",,,
204023,900,2500,,2016-06-09T07:55:09.263Z,"","1",965479,"超超",,,
767092,900,2500,,2016-06-10T02:22:55.698Z,"","1",908013,"客户经理乖乖",,,
824727,900,2500,,2016-06-04T11:53:20.183Z,"","1",965479,"超超",,,
796671,900,2500,,2016-06-25T09:13:56.385Z,"","1",199978,"丫丫",,,
473713,900,2500,,2016-06-18T04:13:56.630Z,"","1",199978,"丫丫",,,
155800,900,2500,,2016-06-26T07:56:46.782Z,"","1",199978,"丫丫",,,
630832,900,2500,,2016-06-23T07:02:59.935Z,"","1",199978,"丫丫",,,
269077,900,2500,,2016-06-21T09:55:20.452Z,"","1",199978,"丫丫",,,
380732,900,2500,,2016-06-29T11:48:21.362Z,"","1",199978,"丫丫",,,
445757,900,2500,,2016-06-16T13:05:07.337Z,"","1",199978,"丫丫",,,
843837,900,2500,,2016-06-25T02:49:55.883Z,"","1",199978,"丫丫",,,
374964,900,2500,,2016-06-08T01:35:23.716Z,"","1",965479,"超超",,,
595702,900,2500,,2016-06-08T13:02:51.404Z,"","1",908013,"客户经理乖乖",,,
193433,900,2500,,2016-06-19T10:08:33.733Z,"","1",199978,"丫丫",,,
774201,900,2500,,2016-06-26T05:39:35.071Z,"","1",199978,"丫丫",,,
403555,900,2500,,2016-06-09T06:01:56.704Z,"","1",692829,"图图",,,
896447,900,2500,,2016-06-19T02:08:23.671Z,"","1",199978,"丫丫",,,
952327,900,2500,,2016-06-10T07:05:49.917Z,"","1",156172,"客户经理佳佳",,,
377438,900,2500,,2016-06-05T07:16:21.772Z,"","1",908013,"客户经理乖乖",,,
819806,900,2500,,2016-06-10T07:11:03.601Z,"","1",692829,"图图",,,
113610,900,2500,,2016-06-27T15:05:07.975Z,"","1",199978,"丫丫",,,
562063,900,2500,,2016-06-27T14:20:00.910Z,"","1",199978,"丫丫",,,
209198,900,2500,,2016-07-01T08:04:31.896Z,"","1",199978,"丫丫",,,
341119,900,2500,,2016-06-20T03:47:06.679Z,"","1",199978,"丫丫",,,
894439,900,2500,,2016-06-20T15:06:22.103Z,"","1",199978,"丫丫",,,
344767,900,2500,,2016-06-07T04:16:40.914Z,"","1",965479,"超超",,,
257442,900,2500,,2016-06-28T12:12:25.858Z,"","1",199978,"丫丫",,,
696130,900,2500,,2016-06-11T07:05:35.017Z,"","1",908013,"客户经理乖乖",,,
716043,900,2500,,2016-07-03T10:51:12.450Z,"","1",199978,"丫丫",,,
133865,900,2500,,2016-06-21T05:17:09.377Z,"","1",199978,"丫丫",,,
591562,900,2500,,2016-06-14T05:32:34.858Z,"","1",908013,"客户经理乖乖",,,
339375,900,2500,,2016-06-21T11:42:53.379Z,"","1",199978,"丫丫",,,
777580,900,2500,,2016-06-24T09:00:04.661Z,"","1",199978,"丫丫",,,
650943,900,2500,,2016-06-26T15:02:38.685Z,"","1",199978,"丫丫",,,
923692,1900,2500,,2016-07-05T10:53:50.107Z,"","1",199978,"丫丫",,,
924463,900,2500,,2016-06-06T05:00:13.477Z,"","1",908013,"客户经理乖乖",,,
721579,900,2500,,2016-06-18T04:01:32.969Z,"","1",199978,"丫丫",,,
859241,900,2500,,2016-06-05T06:37:52.063Z,"","1",908013,"客户经理乖乖",,,
293315,900,2500,,2016-06-27T06:14:48.042Z,"","1",199978,"丫丫",,,
593239,900,2500,,2016-06-21T04:41:55.436Z,"","1",199978,"丫丫",,,
611615,1900,2500,,2016-06-04T13:29:40.767Z,"","1",156172,"客户经理佳佳",,,
391790,900,2500,,2016-06-25T02:28:29.475Z,"","1",199978,"丫丫",,,
969659,900,2500,,2016-06-22T07:01:55.264Z,"","1",199978,"丫丫",,,
472605,900,2500,,2016-06-10T02:19:13.949Z,"","1",908013,"客户经理乖乖",,,
444178,900,2500,,2016-06-09T02:17:10.578Z,"","1",908013,"客户经理乖乖",,,
314334,900,2500,,2016-06-23T02:04:32.849Z,"","1",199978,"丫丫",,,
219716,900,2500,,2016-06-05T03:18:30.059Z,"","1",908013,"客户经理乖乖",,,
644641,900,2500,,2016-06-18T13:46:50.445Z,"","1",199978,"丫丫",,,
808630,900,2500,,2016-06-25T14:59:31.654Z,"","1",199978,"丫丫",,,
460543,900,2500,,2016-06-06T03:45:12.293Z,"","1",908013,"客户经理乖乖",,,
189725,900,2500,,2016-06-17T04:30:47.592Z,"","1",199978,"丫丫",,,
229482,900,2500,,2016-06-28T07:01:11.133Z,"","1",199978,"丫丫",,,
713608,900,2500,,2016-06-17T13:39:11.637Z,"","1",199978,"丫丫",,,
361786,900,2500,,2016-06-20T12:12:09.912Z,"","1",199978,"丫丫",,,
767824,900,2500,,2016-06-30T15:38:16.962Z,"","1",965479,"超超",,,
249107,1900,2500,,2016-06-25T04:52:25.418Z,"","1",199978,"丫丫",,,
501967,900,2500,,2016-06-06T04:53:42.971Z,"","1",908013,"客户经理乖乖",,,
855630,900,2500,,2016-06-15T08:07:33.558Z,"","1",908013,"客户经理乖乖",,,
685120,900,2500,,2016-06-06T01:30:17.166Z,"","1",908013,"客户经理乖乖",,,
781850,900,2500,,2016-06-13T07:06:01.678Z,"","1",692829,"图图",,,
967441,900,2500,,2016-06-08T02:18:46.203Z,"","1",908013,"客户经理乖乖",,,
906932,900,2500,,2016-06-08T07:54:18.709Z,"","1",908013,"客户经理乖乖",,,
149215,900,2500,,2016-06-30T04:01:49.452Z,"","1",965479,"超超",,,
549831,900,2500,,2016-06-05T03:48:54.928Z,"","1",156172,"客户经理佳佳",,,
749967,900,2500,,2016-06-22T08:02:51.965Z,"","1",199978,"丫丫",,,
812262,900,2500,,2016-06-04T13:17:49.871Z,"","1",908013,"客户经理乖乖",,,
916039,500,2500,,2016-06-02T13:12:32.957Z,"活动赠送","1",156172,"客户经理佳佳",,,
214018,900,2500,,2016-06-17T04:57:00.958Z,"","1",199978,"丫丫",,,
650131,900,2500,,2016-06-21T10:56:46.041Z,"","1",199978,"丫丫",,,
413507,900,2500,,2016-06-22T06:20:16.165Z,"","1",199978,"丫丫",,,
657308,900,2500,,2016-07-01T08:26:29.399Z,"","1",199978,"丫丫",,,
605669,900,2500,,2016-06-24T13:42:29.547Z,"","1",199978,"丫丫",,,
753331,900,2500,,2016-06-04T13:32:33.346Z,"","1",908013,"客户经理乖乖",,,
204791,900,2500,,2016-07-01T14:59:10.908Z,"","1",199978,"丫丫",,,
708130,900,2500,,2016-07-03T14:20:56.446Z,"","1",199978,"丫丫",,,
112289,900,2500,,2016-06-26T03:27:45.547Z,"","1",199978,"丫丫",,,
611303,900,2500,,2016-06-29T01:01:55.628Z,"","1",199978,"丫丫",,,
983281,900,2500,,2016-06-25T11:28:46.312Z,"","1",199978,"丫丫",,,
655844,900,2500,,2016-06-18T06:37:30.503Z,"","1",199978,"丫丫",,,
276566,1900,2500,,2016-06-13T03:22:37.564Z,"","1",692829,"图图",,,
472367,900,2500,,2016-06-17T13:10:07.348Z,"","1",199978,"丫丫",,,
423369,900,2500,,2016-07-03T11:53:22.100Z,"","1",199978,"丫丫",,,
277144,900,2500,,2016-06-21T07:09:56.888Z,"","1",199978,"丫丫",,,
838927,900,2500,,2016-06-14T05:35:19.714Z,"","1",908013,"客户经理乖乖",,,
929694,900,2500,,2016-07-02T03:26:21.617Z,"","1",199978,"丫丫",,,
174736,900,2500,,2016-06-07T13:21:10.639Z,"","1",156172,"客户经理佳佳",,,
436004,900,2500,,2016-06-21T02:56:56.919Z,"","1",199978,"丫丫",,,
654626,900,2500,,2016-07-05T02:50:53.158Z,"","1",199978,"丫丫",,,
688978,900,2500,,2016-06-18T08:52:24.487Z,"","1",199978,"丫丫",,,
907913,900,2500,,2016-06-24T09:25:23.132Z,"","1",199978,"丫丫",,,
989514,900,2500,,2016-07-01T13:23:36.469Z,"","1",199978,"丫丫",,,
409338,900,2500,,2016-06-16T05:49:28.434Z,"","1",156172,"客户经理佳佳",,,
149974,900,2500,,2016-06-25T12:50:44.055Z,"","1",199978,"丫丫",,,
277425,900,2500,,2016-06-20T14:35:37.478Z,"","1",199978,"丫丫",,,
448693,900,2500,,2016-06-15T12:30:36.276Z,"","1",199978,"丫丫",,,
514539,900,2500,,2016-06-17T14:07:17.352Z,"","1",199978,"丫丫",,,
215295,900,2500,,2016-06-18T08:59:21.811Z,"","1",199978,"丫丫",,,
200304,900,2500,,2016-06-16T11:13:58.221Z,"","1",199978,"丫丫",,,
